interval,buy_size,stop_loss_in_pct,sell_size_in_pct,holding_value,money_value,ratio
14,2000,0.2,0.1,198440.54840613663,0.0,1.9844054840613663
14,2000,0.2,0.2,198440.54840613663,0.0,1.9844054840613663
14,2000,0.2,0.3,198440.54840613663,0.0,1.9844054840613663
14,2000,0.2,0.4,198440.54840613663,0.0,1.9844054840613663
14,2000,0.2,0.5,198440.54840613663,0.0,1.9844054840613663
14,2000,0.3,0.1,198440.54840613663,0.0,1.9844054840613663
14,2000,0.3,0.2,198440.54840613663,0.0,1.9844054840613663
14,2000,0.3,0.4,198440.54840613663,0.0,1.9844054840613663
14,2000,0.5,0.4,198440.54840613663,0.0,1.9844054840613663
14,2000,0.1,0.1,198440.54840613663,0.0,1.9844054840613663
14,2000,0.4,0.1,198440.54840613663,0.0,1.9844054840613663
14,2000,0.4,0.2,198440.54840613663,0.0,1.9844054840613663
14,2000,0.4,0.3,198440.54840613663,0.0,1.9844054840613663
14,2000,0.4,0.4,198440.54840613663,0.0,1.9844054840613663
14,2000,0.4,0.5,198440.54840613663,0.0,1.9844054840613663
14,2000,0.5,0.1,198440.54840613663,0.0,1.9844054840613663
14,2000,0.5,0.2,198440.54840613663,0.0,1.9844054840613663
14,2000,0.5,0.3,198440.54840613663,0.0,1.9844054840613663
14,2000,0.3,0.5,198440.54840613663,0.0,1.9844054840613663
7,1000,0.1,0.2,198177.12255867507,0.0,1.9817712255867506
7,1000,0.1,0.1,198177.12255867507,0.0,1.9817712255867506
7,1000,0.3,0.4,198177.12255867507,0.0,1.9817712255867506
7,1000,0.5,0.5,198177.12255867507,0.0,1.9817712255867506
7,1000,0.5,0.3,198177.12255867507,0.0,1.9817712255867506
7,1000,0.5,0.2,198177.12255867507,0.0,1.9817712255867506
7,1000,0.5,0.1,198177.12255867507,0.0,1.9817712255867506
7,1000,0.4,0.5,198177.12255867507,0.0,1.9817712255867506
7,1000,0.4,0.4,198177.12255867507,0.0,1.9817712255867506
7,1000,0.4,0.3,198177.12255867507,0.0,1.9817712255867506
7,1000,0.4,0.2,198177.12255867507,0.0,1.9817712255867506
7,1000,0.4,0.1,198177.12255867507,0.0,1.9817712255867506
7,1000,0.3,0.5,198177.12255867507,0.0,1.9817712255867506
7,1000,0.3,0.3,198177.12255867507,0.0,1.9817712255867506
7,1000,0.3,0.2,198177.12255867507,0.0,1.9817712255867506
7,1000,0.3,0.1,198177.12255867507,0.0,1.9817712255867506
7,1000,0.2,0.5,198177.12255867507,0.0,1.9817712255867506
7,1000,0.2,0.4,198177.12255867507,0.0,1.9817712255867506
7,1000,0.2,0.3,198177.12255867507,0.0,1.9817712255867506
7,1000,0.2,0.2,198177.12255867507,0.0,1.9817712255867506
7,1000,0.2,0.1,198177.12255867507,0.0,1.9817712255867506
7,1000,0.1,0.5,198177.12255867507,0.0,1.9817712255867506
7,1000,0.1,0.4,198177.12255867507,0.0,1.9817712255867506
7,1000,0.1,0.3,198177.12255867507,0.0,1.9817712255867506
7,1000,0.5,0.4,198177.12255867507,0.0,1.9817712255867506
7,3000,0.5,0.4,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.5,0.5,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.3,0.2,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.5,0.1,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.1,0.1,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.1,0.2,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.1,0.3,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.1,0.4,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.1,0.5,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.2,0.1,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.2,0.2,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.2,0.3,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.2,0.4,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.2,0.5,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.3,0.1,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.5,0.2,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.3,0.3,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.3,0.4,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.3,0.5,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.4,0.1,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.4,0.2,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.4,0.3,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.4,0.4,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.5,0.3,196981.47214981014,1000.0,1.9798147214981014
7,3000,0.4,0.5,196981.47214981014,1000.0,1.9798147214981014
21,4000,0.5,0.3,197898.13139071877,0.0,1.9789813139071877
21,4000,0.5,0.1,197898.13139071877,0.0,1.9789813139071877
21,4000,0.1,0.2,197898.13139071877,0.0,1.9789813139071877
21,4000,0.1,0.3,197898.13139071877,0.0,1.9789813139071877
21,4000,0.1,0.4,197898.13139071877,0.0,1.9789813139071877
21,4000,0.1,0.5,197898.13139071877,0.0,1.9789813139071877
21,4000,0.2,0.1,197898.13139071877,0.0,1.9789813139071877
21,4000,0.2,0.2,197898.13139071877,0.0,1.9789813139071877
21,4000,0.2,0.3,197898.13139071877,0.0,1.9789813139071877
21,4000,0.2,0.4,197898.13139071877,0.0,1.9789813139071877
21,4000,0.2,0.5,197898.13139071877,0.0,1.9789813139071877
21,4000,0.3,0.1,197898.13139071877,0.0,1.9789813139071877
21,4000,0.3,0.2,197898.13139071877,0.0,1.9789813139071877
21,4000,0.3,0.3,197898.13139071877,0.0,1.9789813139071877
21,4000,0.3,0.4,197898.13139071877,0.0,1.9789813139071877
21,4000,0.3,0.5,197898.13139071877,0.0,1.9789813139071877
21,4000,0.4,0.1,197898.13139071877,0.0,1.9789813139071877
21,4000,0.4,0.2,197898.13139071877,0.0,1.9789813139071877
21,4000,0.4,0.3,197898.13139071877,0.0,1.9789813139071877
21,4000,0.4,0.4,197898.13139071877,0.0,1.9789813139071877
21,4000,0.4,0.5,197898.13139071877,0.0,1.9789813139071877
21,4000,0.5,0.2,197898.13139071877,0.0,1.9789813139071877
21,4000,0.5,0.4,197898.13139071877,0.0,1.9789813139071877
21,4000,0.1,0.1,197898.13139071877,0.0,1.9789813139071877
21,4000,0.5,0.5,197898.13139071877,0.0,1.9789813139071877
21,3000,0.3,0.2,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.1,0.2,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.1,0.3,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.1,0.4,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.1,0.5,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.2,0.1,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.2,0.2,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.2,0.3,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.2,0.4,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.2,0.5,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.3,0.1,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.5,0.5,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.5,0.3,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.3,0.4,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.3,0.5,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.4,0.1,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.4,0.2,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.4,0.3,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.4,0.4,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.4,0.5,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.5,0.1,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.5,0.2,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.5,0.4,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.3,0.3,196701.88821970636,1000.0,1.9770188821970636
21,3000,0.1,0.1,196701.88821970636,1000.0,1.9770188821970636
28,5000,0.1,0.2,197405.76915220887,0.0,1.9740576915220887
28,5000,0.5,0.4,197405.76915220887,0.0,1.9740576915220887
28,5000,0.1,0.3,197405.76915220887,0.0,1.9740576915220887
28,5000,0.1,0.4,197405.76915220887,0.0,1.9740576915220887
28,5000,0.1,0.5,197405.76915220887,0.0,1.9740576915220887
28,5000,0.2,0.1,197405.76915220887,0.0,1.9740576915220887
28,5000,0.2,0.2,197405.76915220887,0.0,1.9740576915220887
28,5000,0.2,0.3,197405.76915220887,0.0,1.9740576915220887
28,5000,0.2,0.4,197405.76915220887,0.0,1.9740576915220887
28,5000,0.2,0.5,197405.76915220887,0.0,1.9740576915220887
28,5000,0.3,0.1,197405.76915220887,0.0,1.9740576915220887
28,5000,0.3,0.2,197405.76915220887,0.0,1.9740576915220887
28,5000,0.3,0.3,197405.76915220887,0.0,1.9740576915220887
28,5000,0.3,0.4,197405.76915220887,0.0,1.9740576915220887
28,5000,0.3,0.5,197405.76915220887,0.0,1.9740576915220887
28,5000,0.4,0.1,197405.76915220887,0.0,1.9740576915220887
28,5000,0.4,0.2,197405.76915220887,0.0,1.9740576915220887
28,5000,0.4,0.3,197405.76915220887,0.0,1.9740576915220887
28,5000,0.4,0.4,197405.76915220887,0.0,1.9740576915220887
28,5000,0.4,0.5,197405.76915220887,0.0,1.9740576915220887
28,5000,0.5,0.1,197405.76915220887,0.0,1.9740576915220887
28,5000,0.5,0.2,197405.76915220887,0.0,1.9740576915220887
28,5000,0.5,0.3,197405.76915220887,0.0,1.9740576915220887
28,5000,0.1,0.1,197405.76915220887,0.0,1.9740576915220887
28,5000,0.5,0.5,197405.76915220887,0.0,1.9740576915220887
14,5000,0.1,0.1,196858.51323696785,0.0,1.9685851323696784
14,5000,0.3,0.4,196858.51323696785,0.0,1.9685851323696784
14,5000,0.1,0.2,196858.51323696785,0.0,1.9685851323696784
14,5000,0.5,0.4,196858.51323696785,0.0,1.9685851323696784
14,5000,0.5,0.3,196858.51323696785,0.0,1.9685851323696784
14,5000,0.5,0.2,196858.51323696785,0.0,1.9685851323696784
14,5000,0.5,0.1,196858.51323696785,0.0,1.9685851323696784
14,5000,0.4,0.5,196858.51323696785,0.0,1.9685851323696784
14,5000,0.4,0.4,196858.51323696785,0.0,1.9685851323696784
14,5000,0.4,0.3,196858.51323696785,0.0,1.9685851323696784
14,5000,0.4,0.2,196858.51323696785,0.0,1.9685851323696784
14,5000,0.4,0.1,196858.51323696785,0.0,1.9685851323696784
14,5000,0.3,0.5,196858.51323696785,0.0,1.9685851323696784
14,5000,0.5,0.5,196858.51323696785,0.0,1.9685851323696784
14,5000,0.3,0.3,196858.51323696785,0.0,1.9685851323696784
14,5000,0.3,0.1,196858.51323696785,0.0,1.9685851323696784
14,5000,0.2,0.5,196858.51323696785,0.0,1.9685851323696784
14,5000,0.2,0.4,196858.51323696785,0.0,1.9685851323696784
14,5000,0.2,0.3,196858.51323696785,0.0,1.9685851323696784
14,5000,0.2,0.2,196858.51323696785,0.0,1.9685851323696784
14,5000,0.2,0.1,196858.51323696785,0.0,1.9685851323696784
14,5000,0.1,0.5,196858.51323696785,0.0,1.9685851323696784
14,5000,0.1,0.4,196858.51323696785,0.0,1.9685851323696784
14,5000,0.1,0.3,196858.51323696785,0.0,1.9685851323696784
14,5000,0.3,0.2,196858.51323696785,0.0,1.9685851323696784
14,3000,0.4,0.4,195326.659252194,1000.0,1.96326659252194
14,3000,0.4,0.1,195326.659252194,1000.0,1.96326659252194
14,3000,0.4,0.2,195326.659252194,1000.0,1.96326659252194
14,3000,0.4,0.3,195326.659252194,1000.0,1.96326659252194
14,3000,0.5,0.4,195326.659252194,1000.0,1.96326659252194
14,3000,0.4,0.5,195326.659252194,1000.0,1.96326659252194
14,3000,0.5,0.1,195326.659252194,1000.0,1.96326659252194
14,3000,0.5,0.2,195326.659252194,1000.0,1.96326659252194
14,3000,0.5,0.3,195326.659252194,1000.0,1.96326659252194
14,3000,0.3,0.4,195326.659252194,1000.0,1.96326659252194
14,3000,0.3,0.5,195326.659252194,1000.0,1.96326659252194
14,3000,0.2,0.3,195326.659252194,1000.0,1.96326659252194
14,3000,0.3,0.3,195326.659252194,1000.0,1.96326659252194
14,3000,0.3,0.2,195326.659252194,1000.0,1.96326659252194
14,3000,0.3,0.1,195326.659252194,1000.0,1.96326659252194
14,3000,0.2,0.5,195326.659252194,1000.0,1.96326659252194
14,3000,0.2,0.4,195326.659252194,1000.0,1.96326659252194
14,3000,0.2,0.2,195326.659252194,1000.0,1.96326659252194
14,3000,0.2,0.1,195326.659252194,1000.0,1.96326659252194
14,3000,0.1,0.5,195326.659252194,1000.0,1.96326659252194
14,3000,0.1,0.4,195326.659252194,1000.0,1.96326659252194
14,3000,0.1,0.3,195326.659252194,1000.0,1.96326659252194
14,3000,0.1,0.2,195326.659252194,1000.0,1.96326659252194
14,3000,0.5,0.5,195326.659252194,1000.0,1.96326659252194
14,3000,0.1,0.1,195326.659252194,1000.0,1.96326659252194
7,2000,0.5,0.5,196129.83491417175,0.0,1.9612983491417175
7,2000,0.3,0.1,196129.83491417175,0.0,1.9612983491417175
7,2000,0.5,0.3,196129.83491417175,0.0,1.9612983491417175
7,2000,0.5,0.2,196129.83491417175,0.0,1.9612983491417175
7,2000,0.5,0.1,196129.83491417175,0.0,1.9612983491417175
7,2000,0.4,0.5,196129.83491417175,0.0,1.9612983491417175
7,2000,0.4,0.4,196129.83491417175,0.0,1.9612983491417175
7,2000,0.4,0.3,196129.83491417175,0.0,1.9612983491417175
7,2000,0.4,0.2,196129.83491417175,0.0,1.9612983491417175
7,2000,0.4,0.1,196129.83491417175,0.0,1.9612983491417175
7,2000,0.3,0.4,196129.83491417175,0.0,1.9612983491417175
7,2000,0.3,0.3,196129.83491417175,0.0,1.9612983491417175
7,2000,0.3,0.2,196129.83491417175,0.0,1.9612983491417175
7,2000,0.3,0.5,196129.83491417175,0.0,1.9612983491417175
7,2000,0.5,0.4,196129.83491417175,0.0,1.9612983491417175
7,2000,0.1,0.5,196129.83491417175,0.0,1.9612983491417175
7,2000,0.2,0.5,196129.83491417175,0.0,1.9612983491417175
7,2000,0.1,0.2,196129.83491417175,0.0,1.9612983491417175
7,2000,0.1,0.3,196129.83491417175,0.0,1.9612983491417175
7,2000,0.1,0.4,196129.83491417175,0.0,1.9612983491417175
7,2000,0.1,0.1,196129.83491417175,0.0,1.9612983491417175
7,2000,0.2,0.1,196129.83491417175,0.0,1.9612983491417175
7,2000,0.2,0.2,196129.83491417175,0.0,1.9612983491417175
7,2000,0.2,0.3,196129.83491417175,0.0,1.9612983491417175
7,2000,0.2,0.4,196129.83491417175,0.0,1.9612983491417175
14,4000,0.3,0.1,195941.87344318678,0.0,1.9594187344318679
14,4000,0.5,0.5,195941.87344318678,0.0,1.9594187344318679
14,4000,0.1,0.1,195941.87344318678,0.0,1.9594187344318679
14,4000,0.1,0.2,195941.87344318678,0.0,1.9594187344318679
14,4000,0.1,0.3,195941.87344318678,0.0,1.9594187344318679
14,4000,0.1,0.4,195941.87344318678,0.0,1.9594187344318679
14,4000,0.1,0.5,195941.87344318678,0.0,1.9594187344318679
14,4000,0.2,0.1,195941.87344318678,0.0,1.9594187344318679
14,4000,0.2,0.2,195941.87344318678,0.0,1.9594187344318679
14,4000,0.2,0.3,195941.87344318678,0.0,1.9594187344318679
14,4000,0.2,0.4,195941.87344318678,0.0,1.9594187344318679
14,4000,0.2,0.5,195941.87344318678,0.0,1.9594187344318679
14,4000,0.3,0.2,195941.87344318678,0.0,1.9594187344318679
14,4000,0.5,0.4,195941.87344318678,0.0,1.9594187344318679
14,4000,0.4,0.3,195941.87344318678,0.0,1.9594187344318679
14,4000,0.5,0.3,195941.87344318678,0.0,1.9594187344318679
14,4000,0.5,0.2,195941.87344318678,0.0,1.9594187344318679
14,4000,0.5,0.1,195941.87344318678,0.0,1.9594187344318679
14,4000,0.4,0.4,195941.87344318678,0.0,1.9594187344318679
14,4000,0.4,0.5,195941.87344318678,0.0,1.9594187344318679
14,4000,0.4,0.2,195941.87344318678,0.0,1.9594187344318679
14,4000,0.4,0.1,195941.87344318678,0.0,1.9594187344318679
14,4000,0.3,0.5,195941.87344318678,0.0,1.9594187344318679
14,4000,0.3,0.4,195941.87344318678,0.0,1.9594187344318679
14,4000,0.3,0.3,195941.87344318678,0.0,1.9594187344318679
21,5000,0.4,0.5,195690.88185563666,0.0,1.9569088185563666
21,5000,0.4,0.1,195690.88185563666,0.0,1.9569088185563666
21,5000,0.4,0.2,195690.88185563666,0.0,1.9569088185563666
21,5000,0.4,0.3,195690.88185563666,0.0,1.9569088185563666
21,5000,0.4,0.4,195690.88185563666,0.0,1.9569088185563666
21,5000,0.5,0.5,195690.88185563666,0.0,1.9569088185563666
21,5000,0.5,0.1,195690.88185563666,0.0,1.9569088185563666
21,5000,0.5,0.2,195690.88185563666,0.0,1.9569088185563666
21,5000,0.5,0.3,195690.88185563666,0.0,1.9569088185563666
21,5000,0.5,0.4,195690.88185563666,0.0,1.9569088185563666
21,5000,0.1,0.1,195690.88185563666,0.0,1.9569088185563666
21,5000,0.3,0.5,195690.88185563666,0.0,1.9569088185563666
21,5000,0.2,0.2,195690.88185563666,0.0,1.9569088185563666
21,5000,0.3,0.2,195690.88185563666,0.0,1.9569088185563666
21,5000,0.3,0.1,195690.88185563666,0.0,1.9569088185563666
21,5000,0.2,0.5,195690.88185563666,0.0,1.9569088185563666
21,5000,0.2,0.4,195690.88185563666,0.0,1.9569088185563666
21,5000,0.2,0.3,195690.88185563666,0.0,1.9569088185563666
21,5000,0.2,0.1,195690.88185563666,0.0,1.9569088185563666
21,5000,0.1,0.5,195690.88185563666,0.0,1.9569088185563666
21,5000,0.1,0.4,195690.88185563666,0.0,1.9569088185563666
21,5000,0.1,0.3,195690.88185563666,0.0,1.9569088185563666
21,5000,0.1,0.2,195690.88185563666,0.0,1.9569088185563666
21,5000,0.3,0.4,195690.88185563666,0.0,1.9569088185563666
21,5000,0.3,0.3,195690.88185563666,0.0,1.9569088185563666
28,3000,0.1,0.1,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.5,0.5,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.1,0.3,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.1,0.4,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.1,0.5,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.2,0.1,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.2,0.2,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.2,0.3,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.2,0.4,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.2,0.5,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.3,0.1,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.3,0.2,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.3,0.3,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.3,0.4,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.3,0.5,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.4,0.1,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.4,0.2,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.4,0.3,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.4,0.4,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.4,0.5,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.5,0.1,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.5,0.2,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.5,0.3,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.1,0.2,192864.91712395553,1000.0,1.9386491712395553
28,3000,0.5,0.4,192864.91712395553,1000.0,1.9386491712395553
21,2000,0.1,0.1,190720.5303949602,0.0,1.907205303949602
21,2000,0.3,0.3,190720.5303949602,0.0,1.907205303949602
21,2000,0.5,0.5,190720.5303949602,0.0,1.907205303949602
21,2000,0.1,0.2,190720.5303949602,0.0,1.907205303949602
21,2000,0.1,0.3,190720.5303949602,0.0,1.907205303949602
21,2000,0.1,0.4,190720.5303949602,0.0,1.907205303949602
21,2000,0.1,0.5,190720.5303949602,0.0,1.907205303949602
21,2000,0.2,0.1,190720.5303949602,0.0,1.907205303949602
21,2000,0.2,0.2,190720.5303949602,0.0,1.907205303949602
21,2000,0.2,0.4,190720.5303949602,0.0,1.907205303949602
21,2000,0.2,0.5,190720.5303949602,0.0,1.907205303949602
21,2000,0.3,0.1,190720.5303949602,0.0,1.907205303949602
21,2000,0.3,0.2,190720.5303949602,0.0,1.907205303949602
21,2000,0.2,0.3,190720.5303949602,0.0,1.907205303949602
21,2000,0.3,0.4,190720.5303949602,0.0,1.907205303949602
21,2000,0.4,0.5,190720.5303949602,0.0,1.907205303949602
21,2000,0.3,0.5,190720.5303949602,0.0,1.907205303949602
21,2000,0.5,0.3,190720.5303949602,0.0,1.907205303949602
21,2000,0.5,0.2,190720.5303949602,0.0,1.907205303949602
21,2000,0.5,0.1,190720.5303949602,0.0,1.907205303949602
21,2000,0.5,0.4,190720.5303949602,0.0,1.907205303949602
21,2000,0.4,0.4,190720.5303949602,0.0,1.907205303949602
21,2000,0.4,0.3,190720.5303949602,0.0,1.907205303949602
21,2000,0.4,0.2,190720.5303949602,0.0,1.907205303949602
21,2000,0.4,0.1,190720.5303949602,0.0,1.907205303949602
28,2000,0.3,0.4,180543.1657472927,0.0,1.805431657472927
28,2000,0.5,0.5,180543.1657472927,0.0,1.805431657472927
28,2000,0.5,0.4,180543.1657472927,0.0,1.805431657472927
28,2000,0.5,0.3,180543.1657472927,0.0,1.805431657472927
28,2000,0.5,0.2,180543.1657472927,0.0,1.805431657472927
28,2000,0.5,0.1,180543.1657472927,0.0,1.805431657472927
28,2000,0.4,0.5,180543.1657472927,0.0,1.805431657472927
28,2000,0.4,0.4,180543.1657472927,0.0,1.805431657472927
28,2000,0.4,0.3,180543.1657472927,0.0,1.805431657472927
